Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
DDS,"Dillard&#39;s, Inc.",69.97,60.2278,13.923395741031866,Consumer Services
DDT,"Dillard&#39;s, Inc.",25.89,24.6795,4.675550405561991,Consumer Services
DE,Deere & Company,151.06,148.4537,1.7253409241361077,Capital Goods
DEA,"Easterly Government Properties, Inc.",18.94,15.2373,19.54963041182683,Consumer Services
DECK,Deckers Outdoor Corporation,145.59,127.95,12.116216773130024,Consumer Non-Durables
DEI,"Douglas Emmett, Inc.",39.65,33.9125,14.470365699873891,Consumer Services
DEO,Diageo plc,163.28,140.5594,13.915115139637427,Consumer Non-Durables
DESP,"Despegar.com, Corp.",12.9,12.41,3.798449612403102,Consumer Services
DF,Dean Foods Company,1.67,3.81,-128.1437125748503,Consumer Non-Durables
DFIN,"Donnelley Financial Solutions, Inc.",12.04,14.03,-16.52823920265781,Consumer Services
DFS,Discover Financial Services,83.2,58.3514,29.86610576923077,Finance
DG,Dollar General Corporation,132.65,107.5104,18.95182811911044,Consumer Services
DGX,Quest Diagnostics Incorporated,97.85,82.2691,15.92324987225345,Health Care
DHI,"D.R. Horton, Inc.",45.93,34.4061,25.090137165251463,Capital Goods
DHR,Danaher Corporation,135.7,102.9849,24.108400884303606,Capital Goods
DHT,"DHT Holdings, Inc.",5.31,3.8204,28.052730696798495,Transportation
DHX,"DHI Group, Inc.",3.41,1.52,55.42521994134898,Miscellaneous
DIN,"Dine Brands Global, Inc.",81.1,66.8026,17.629346485819973,Consumer Services
DIS,Walt Disney Company (The),138.3,109.65,20.715835140997832,Consumer Services
DK,"Delek US Holdings, Inc.",38.01,32.0276,15.739016048408311,Energy
DKL,"Delek Logistics Partners, L.P.",32.01,27.7543,13.294907841299587,Energy
DKS,Dick&#39;s Sporting Goods Inc,33.53,30.9604,7.66358484938861,Consumer Services
DKT,Deutsch Bk Contingent Cap Tr V,25.28,24.5355,2.9450158227848187,Finance
DL,China Distance Education Holdings Limited,4.69,6.7,-42.85714285714285,Consumer Services
DLB,Dolby Laboratories,57.38,61.473,-7.133147438131747,Miscellaneous
DLNG,Dynagas LNG Partners LP,1.3,3.2046,-146.5076923076923,Consumer Services
DLPH,Delphi Technologies PLC,15.04,14.32,4.787234042553185,Capital Goods
DLR,"Digital Realty Trust, Inc.",115.51,105.5577,8.615963985802102,Consumer Services
DLX,Deluxe Corporation,41.91,37.9227,9.513958482462414,Consumer Durables
DNOW,NOW Inc.,11.86,11.64,1.8549747048903782,Energy
DNR,Denbury Resources Inc.,0.97,1.71,-76.28865979381445,Energy
DO,"Diamond Offshore Drilling, Inc.",6.17,9.44,-52.99837925445704,Energy
DOC,Physicians Realty Trust,16.86,15.5964,7.494661921708187,Consumer Services
DOOR,Masonite International Corporation,50.76,44.83,11.682427107959024,Basic Industries
DOV,Dover Corporation,89.9,70.2018,21.91123470522803,Technology
DPLO,"Diplomat Pharmacy, Inc.",5.11,13.46,-163.40508806262233,Health Care
DPZ,Domino&#39;s Pizza Inc,239.72,247.3331,-3.1758301351576854,Consumer Non-Durables
DQ,DAQO New Energy Corp.,39.83,23.4,41.25031383379362,Technology
DRD,DRDGOLD Limited,3.44,2.08,39.53488372093023,Basic Industries
DRE,Duke Realty Corporation,32.08,25.5314,20.41334164588528,Consumer Services
DRH,Diamondrock Hospitality Company,9.43,8.8521,6.128313891834567,Consumer Services
DRI,"Darden Restaurants, Inc.",118.02,98.5277,16.516098966276903,Consumer Services
DRQ,"Dril-Quip, Inc.",47.68,30.03,37.01761744966443,Energy
DRUA,"Dominion Energy, Inc.",25.72,23.08,10.264385692068432,Public Utilities
DS,Drive Shack Inc.,4.75,3.92,17.473684210526315,Consumer Services
DSX,Diana Shipping inc.,3.18,3.18,0.0,Transportation
DTE,DTE Energy Company,126.92,109.4619,13.755200126063663,Public Utilities
DTJ,DTE Energy Company,26.03,22.77,12.52401075681906,Public Utilities
DTQ,DTE Energy Company,25.33,22.61,10.738255033557042,Public Utilities
DTV,DTE Energy Company,55.69,50.9067,8.589154246722925,Public Utilities
DTW,DTE Energy Company,26.55,22.25,16.19585687382298,Public Utilities
DTY,DTE Energy Company,27.61,25.78,6.628033321260407,Public Utilities
DUK,Duke Energy Corporation,86.96,84.4938,2.8360165593376276,Public Utilities
DUKH,Duke Energy Corporation,25.26,22.7,10.134600158353136,Public Utilities
DVA,DaVita Inc.,58.63,51.46,12.229234180453695,Health Care
DVD,"Dover Motorsports, Inc.",2.01,1.88,6.467661691542284,Consumer Services
DVN,Devon Energy Corporation,24.06,22.4785,6.5731504571903505,Energy
DX,"Dynex Capital, Inc.",15.9,5.4423,65.77169811320755,Consumer Services
DXB,Deutsche Bank AG,24.69,23.3725,5.336168489266919,Finance
DXC,DXC Technology Company,50.86,52.7745,-3.7642548171451113,Technology
DY,"Dycom Industries, Inc.",49.56,54.04,-9.039548022598863,Basic Industries
E,ENI S.p.A.,30.03,30.622,-1.9713619713619672,Energy
EAB,"Entergy Arkansas, LLC",26.42,22.97,13.058289174867536,Public Utilities
EAE,"Entergy Arkansas, LLC",25.758000000000006,22.2908,13.4606724124544,Public Utilities
EAI,"Entergy Arkansas, LLC",26.12,22.71,13.055130168453294,Public Utilities
EARN,Ellington Residential Mortgage REIT,10.93,9.9421,9.038426349496795,Consumer Services
EAT,"Brinker International, Inc.",39.7,43.1749,-8.7528967254408,Consumer Services
EBF,"Ennis, Inc.",19.8,18.8385,4.85606060606061,Consumer Services
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,10.64,6.1971,41.756578947368425,Public Utilities
EBS,"Emergent Biosolutions, Inc.",43.12,59.28,-37.476808905380345,Health Care
EC,Ecopetrol S.A.,16.49,14.9115,9.57246816252273,Energy
ECA,Encana Corporation,4.25,5.7651,-35.64941176470589,Energy
ECL,Ecolab Inc.,194.35,146.9614,24.383123231283765,Basic Industries
ECOM          ,ChannelAdvisor Corporation,8.59,11.35,-32.130384167636784,Technology
ECT,ECA Marcellus Trust I,1.62,1.3512,16.5925925925926,Energy
ED,Consolidated Edison Inc,85.48,75.092,12.152550304164722,Public Utilities
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),17.27,27.06,-56.68789808917197,Public Utilities
EDU,"New Oriental Education & Technology Group, Inc.",99.03,54.81,44.65313541351106,Consumer Services
EE,El Paso Electric Company,66.54,49.8251,25.120078148482122,Public Utilities
EEX,"Emerald Expositions Events, Inc.",9.47,12.2019,-28.847940865892284,Miscellaneous
EFC,Ellington Financial Inc.,16.87,14.6147,13.368701837581515,Finance
EFX,"Equifax, Inc.",134.68,92.5032,31.316305316305314,Finance
EGHT,8x8 Inc,23.32,18.04,22.641509433962266,Technology
EGO,Eldorado Gold Corporation,8.66,2.88,66.74364896073904,Basic Industries
EGP,"EastGroup Properties, Inc.",117.41,91.1389,22.37552167617749,Consumer Services
EGY,"VAALCO Energy, Inc. ",1.66,1.47,11.445783132530119,Energy
EHC,Encompass Health Corporation,60.13,61.4157,-2.1382005654415406,Health Care
EIG,Employers Holdings Inc,41.72,41.5318,0.45110258868648595,Finance
EIX,Edison International,72.51,56.2251,22.458833264377336,Public Utilities
EL,"Estee Lauder Companies, Inc. (The)",174.56,129.4023,25.869443171402384,Consumer Non-Durables
ELC,"Entergy Louisiana, Inc.",25.83,23.06,10.723964382500967,Public Utilities
ELF,"e.l.f. Beauty, Inc.",15.84,8.66,45.32828282828283,Consumer Non-Durables
ELJ,"Entergy Louisiana, Inc.",25.58,23.98,6.25488663017982,Public Utilities
ELP,Companhia Paranaense de Energia (COPEL),12.17,7.7552,36.27608874281019,Public Utilities
ELS,"Equity Lifestyle Properties, Inc.",124.74,96.6075,22.55291005291005,Consumer Services
ELU,"Entergy Louisiana, Inc.",25.33,21.45,15.317804974338726,Public Utilities
ELVT,"Elevate Credit, Inc.",5.11,4.48,12.328767123287667,Finance
ELY,Callaway Golf Company,17.11,15.2804,10.693161893629451,Consumer Non-Durables
EME,"EMCOR Group, Inc.",80.65,59.5527,26.1590824550527,Capital Goods
EMN,Eastman Chemical Company,67.94,72.5563,-6.794671769208119,Basic Industries
EMP,"Entergy Mississippi, LLC",26.06,22.21,14.773599386032227,Public Utilities
EMR,Emerson Electric Company,59.45,58.8786,0.961143818334742,Energy
ENB,Enbridge Inc,32.93,30.1493,8.444275736410567,Energy
ENBL,"Enable Midstream Partners, LP",13.09,12.9667,0.941940412528651,Public Utilities
ENIA,Enel Americas S.A.,7.89,8.5015,-7.7503168567807394,Public Utilities
ENIC,Enel Chile S.A.,4.14,4.7185,-13.973429951690822,Public Utilities
ENJ,"Entergy New Orleans, LLC",25.4838,23.6561,7.17200731445075,Public Utilities
ENLC,"EnLink Midstream, LLC",8.74,9.2683,-6.044622425629288,Public Utilities
ENO,"Entergy New Orleans, LLC",26.6878,25.0,6.324238041352226,Public Utilities
ENR,"Energizer Holdings, Inc.",39.11,44.5698,-13.960112503196118,Miscellaneous
ENS,Enersys,64.13,77.4125,-20.711835334476845,Consumer Non-Durables
ENV,"Envestnet, Inc",65.63,49.19,25.04952003656864,Miscellaneous
ENVA,"Enova International, Inc.",26.03,19.46,25.240107568190552,Finance
ENZ,"Enzo Biochem, Inc.",3.24,2.78,14.19753086419754,Health Care
EOG,"EOG Resources, Inc.",79.0,86.8337,-9.91607594936708,Energy
EPAM,"EPAM Systems, Inc.",176.38,116.01,34.22723664814604,Technology
EPC,"Energizer Holdings, Inc.",28.96,37.35,-28.970994475138124,Consumer Non-Durables
EPD,Enterprise Products Partners L.P.,29.01,23.8463,17.799724233023102,Public Utilities
EPR,EPR Properties,73.14,64.03,12.45556467049494,Consumer Services
EQC,Equity Commonwealth,33.43,30.01,10.230332037092428,Consumer Services
EQM,"EQM Midstream Partners, LP",34.96,41.1638,-17.7454233409611,Public Utilities
EQR,Equity Residential,78.18,65.5091,16.207342031210032,Consumer Services
EQT,EQT Corporation,13.07,18.8334,-44.096403978576895,Energy
ERA,"Era Group, Inc.",10.57,8.74,17.313150425733205,Transportation
ERF,Enerplus Corporation,5.93,7.7262,-30.290050590219238,Energy
ERJ,Embraer S.A.,19.32,22.13,-14.54451345755693,Capital Goods
EROS,Eros International PLC,1.49,8.29,-456.3758389261745,Consumer Services
ES,Eversource Energy,76.55,64.0728,16.29941214892227,Public Utilities
ESE,ESCO Technologies Inc.,79.01,65.7931,16.728135679027982,Capital Goods
ESNT,Essent Group Ltd.,44.85,34.18,23.790412486064664,Finance
ESRT,"Empire State Realty Trust, Inc.",13.18,14.1374,-7.264036418816387,Consumer Services
ESS,"Essex Property Trust, Inc.",294.42,243.5698,17.27131309014334,Consumer Services
ESTE,"Earthstone Energy, Inc.",3.61,4.52,-25.20775623268697,Energy
ETH,Ethan Allen Interiors Inc.,17.55,16.3694,6.7270655270655375,Consumer Durables
ETM,Entercom Communications Corp.,5.23,5.6258,-7.567877629063087,Consumer Services
ETN,"Eaton Corporation, PLC",76.83,67.4679,12.185474424053103,Technology
ETR,Entergy Corporation,104.91,84.4046,19.545705843103608,Public Utilities
EURN,Euronav NV,7.81,6.93,11.267605633802816,Transportation
EV,Eaton Vance Corporation,40.36,34.5752,14.333002973240824,Finance
EVA,"Enviva Partners, LP",29.92,26.6133,11.051804812834233,Basic Industries
EVC,Entravision Communications Corporation,3.06,2.8708,6.1830065359477135,Consumer Services
EVH,"Evolent Health, Inc",6.12,19.95,-225.9803921568627,Consumer Services
EVR,Evercore Inc.,77.99,70.6588,9.40017951019361,Finance
EVRI,Everi Holdings Inc.,11.0,5.15,53.18181818181817,Consumer Services
EVTC,"Evertec, Inc.",34.76,28.6029,17.71317606444188,Technology
EW,Edwards Lifesciences Corporation,209.43,153.17,26.863391109201174,Health Care
EXC,Exelon Corporation,44.42,44.4356,-0.03511931562359111,Public Utilities
EXK,Endeavour Silver Corporation,2.56,2.15,16.015625000000007,Basic Industries
EXP,Eagle Materials Inc,82.71,60.9579,26.299238302502715,Capital Goods
EXPR,"Express, Inc.",2.16,5.11,-136.57407407407408,Consumer Services
EXR,Extra Space Storage Inc,114.12,89.703,21.395899053627762,Consumer Services
EXTN,Exterran Corporation,12.38,17.7,-42.9725363489499,Technology
EZT,Entergy Texas Inc,27.491,24.881,9.494016223491322,Public Utilities
F,Ford Motor Company,9.23,7.4003,19.82340195016252,Capital Goods
FAF,First American Corporation (The),55.03,43.9178,20.192985644194078,Finance
FBC,"Flagstar Bancorp, Inc.",32.8,26.334,19.713414634146336,Finance
FBHS,"Fortune Brands Home & Security, Inc.",50.49,37.6498,25.431174489998025,Basic Industries
FBK,FB Financial Corporation,35.73,34.8608,2.432689616568708,Finance
FBM,"Foundation Building Materials, Inc.",16.35,8.31,49.174311926605505,Consumer Services
FBP,First BanCorp.,9.85,8.5516,13.181725888324863,Finance
FC,Franklin Covey Company,34.84,22.33,35.907003444316885,Consumer Services
FCAU,Fiat Chrysler Automobiles N.V.,12.96,12.4685,3.79243827160494,Capital Goods
FCF,First Commonwealth Financial Corporation,12.5,11.9038,4.769599999999997,Finance
FCN,"FTI Consulting, Inc.",101.39,66.64,34.27359700167669,Consumer Services
FCPT,"Four Corners Property Trust, Inc.",26.85,25.6508,4.4662942271880866,Consumer Services
FCX,"Freeport-McMoran, Inc.",10.07,10.2273,-1.5620655412115128,Basic Industries
FDP,"Fresh Del Monte Produce, Inc.",29.0,28.27,2.517241379310346,Consumer Non-Durables
FDS,FactSet Research Systems Inc.,269.87,199.0601,26.238522251454405,Technology
FDX,FedEx Corporation,157.26,160.7234,-2.202340073763199,Transportation
FE,FirstEnergy Corp.,43.44,36.8487,15.173342541436458,Public Utilities
FEDU,Four Seasons Education (Cayman) Inc.,1.93,2.461,-27.512953367875642,Consumer Services
FELP,Foresight Energy LP,0.4584,3.4279,-647.7966841186736,Energy
FENG,Phoenix New Media Limited,2.63,3.2,-21.67300380228138,Consumer Services
FET,"Forum Energy Technologies, Inc.",2.02,4.13,-104.45544554455446,Energy
FF,FutureFuel Corp.,10.95,15.7209,-43.56986301369864,Basic Industries
FFG,"FBL Financial Group, Inc.",59.48,63.7947,-7.254034969737731,Finance
FG,FGL Holdings,7.05,6.6445,5.751773049645389,Finance
FGP,"Ferrellgas Partners, L.P.",0.7115,0.535,24.806746310611384,Consumer Services
FHN,First Horizon National Corporation,15.52,13.0366,16.001288659793815,Finance
FI,Frank&#39;s International N.V.,5.01,5.22,-4.191616766467066,Energy
FICO,Fair Isaac Corporation,338.65,187.0,44.78074708401004,Miscellaneous
FII,"Federated Investors, Inc.",32.8,26.0649,20.533841463414625,Finance
FIS,"Fidelity National Information Services, Inc.",125.95,102.2164,18.84366812227075,Miscellaneous
FIT,"Fitbit, Inc.",3.2,4.97,-55.312499999999986,Technology
FIX,"Comfort Systems USA, Inc.",39.65,43.5129,-9.74249684741489,Capital Goods
FL,"Foot Locker, Inc.",38.56,52.5585,-36.30316390041494,Consumer Services
FLO,"Flowers Foods, Inc.",23.88,18.1555,23.97194304857621,Consumer Non-Durables
FLOW,"SPX FLOW, Inc.",37.0,30.42,17.78378378378378,Technology
FLR,Fluor Corporation,21.09,31.7864,-50.71787577050735,Basic Industries
FLS,Flowserve Corporation,44.62,37.6685,15.57933662034961,Capital Goods
FLT,"FleetCor Technologies, Inc.",266.74,185.72,30.37414710954488,Miscellaneous
FMC,FMC Corporation,81.62,54.4719,33.26157804459692,Basic Industries
FMS,Fresenius Medical Care Corporation,33.37,31.8577,4.53191489361701,Health Care
FMX,Fomento Economico Mexicano S.A.B. de C.V.,85.88,85.3908,0.56963204471355,Consumer Non-Durables
FN,Fabrinet,49.52,51.31,-3.6147011308562176,Public Utilities
FNB,F.N.B. Corporation,11.13,9.6428,13.362084456424093,Finance
FND,"Floor & Decor Holdings, Inc.",42.56,25.9,39.144736842105274,Consumer Services
FNF,"Fidelity National Financial, Inc.",42.47,31.1643,26.620437956204373,Finance
FNV,Franco-Nevada Corporation,90.67,69.7275,23.09749641557295,Basic Industries
FOE,Ferro Corporation,12.12,15.68,-29.37293729372938,Basic Industries
FOR,Forestar Group Inc,18.38,13.85,24.64635473340587,Finance
FPH,"Five Point Holdings, LLC",6.89,6.94,-0.7256894049346982,Finance
FPI,Farmland Partners Inc.,5.94,4.5056,24.14814814814815,Consumer Services
FR,"First Industrial Realty Trust, Inc.",36.77,28.6712,22.025564318738112,Consumer Services
FRAC,"Keane Group, Inc.",5.64,8.18,-45.03546099290781,Energy
FRO,Frontline Ltd.,6.76,5.53,18.195266272189343,Transportation
FRT,Federal Realty Investment Trust,127.28,117.1415,7.965509113764933,Consumer Services
FSB,"Franklin Financial Network, Inc.",27.95,26.2982,5.909838998211084,Finance
FSM,Fortuna Silver Mines Inc.,4.19,3.64,13.12649164677805,Basic Industries
FSS,Federal Signal Corporation,29.37,19.7731,32.675859720803544,Capital Goods
FTI,TechnipFMC plc,24.75,19.3562,21.79313131313131,Energy
FTK,"Flotek Industries, Inc.",2.87,1.09,62.02090592334495,Basic Industries
FTS,Fortis Inc.,39.6,32.7477,17.303787878787876,Public Utilities
FTSI,"FTS International, Inc.",3.03,7.11,-134.65346534653466,Energy
FTV,Fortive Corporation,70.41,67.5398,4.076409600908957,Capital Goods
FUL,H. B. Fuller Company,44.25,42.4031,4.173785310734459,Basic Industries
FUN,"Cedar Fair, L.P.",49.34,45.6277,7.5239156870693265,Consumer Services
G,Genpact Limited,37.6,26.8591,28.566223404255318,Consumer Services
GATX,GATX Corporation,73.34,70.4003,4.008317425688576,Consumer Services
GBL,"Gamco Investors, Inc.",19.52,16.8544,13.655737704918039,Finance
GBX,"Greenbrier Companies, Inc. (The)",26.29,39.0307,-48.46215290985167,Capital Goods
GCAP,"GAIN Capital Holdings, Inc.",4.06,6.1022,-50.300492610837445,Finance
GCI,TEGNA Inc.,11.04,8.242,25.344202898550712,Consumer Services
GCO,Genesco Inc.,36.78,44.3,-20.44589450788471,Consumer Services
GCP,GCP Applied Technologies Inc.,20.31,24.55,-20.876415558838023,Basic Industries
GD,General Dynamics Corporation,176.77,155.3749,12.103354641624717,Capital Goods
GDDY,GoDaddy Inc.,65.17,65.62,-0.6905017646156251,Technology
GDI,"Gardner Denver Holdings, Inc.",30.18,20.45,32.23989396951624,Technology
GDOT,Green Dot Corporation,46.87,79.52,-69.66076381480691,Finance
GE,General Electric Company,9.66,7.2683,24.758799171842654,Energy
GEL,"Genesis Energy, L.P.",21.66,17.5665,18.898891966758995,Energy
GEN           ,"Genesis Healthcare, Inc.",1.03,1.18,-14.563106796116495,Health Care
GEO,Geo Group Inc (The),17.47,18.8363,-7.82083571837437,Consumer Services
GES,"Guess?, Inc.",16.05,20.5318,-27.923987538940807,Consumer Non-Durables
GFF,Griffon Corporation,18.85,10.3574,45.05358090185677,Capital Goods
GFI,Gold Fields Limited,5.83,3.5078,39.83190394511149,Basic Industries
GGB,Gerdau S.A.,3.28,3.7149,-13.259146341463424,Capital Goods
GGG,Graco Inc.,45.43,41.5665,8.504292317851645,Capital Goods
GHC,Graham Holdings Company,690.0,637.971,7.540434782608695,Consumer Services
GHL,"Greenhill & Co., Inc.",14.39,24.2689,-68.65114662960387,Finance
GHM,Graham Corporation,20.23,22.7329,-12.372219476025705,Technology
GIB,CGI Inc.,74.63,61.19,18.008843628567597,Consumer Services
GIG,"GigCapital, Inc.",10.39,10.1,2.791145332050057,Finance
GIL,"Gildan Activewear, Inc.",38.27,30.1354,21.255813953488374,Consumer Non-Durables
GIS,"General Mills, Inc.",52.81,38.1082,27.839045635296355,Consumer Non-Durables
GJH,STRATS Trust,9.87,9.1101,7.699088145896657,Finance
GJT,"Synthetic Fixed-Income Securities, Inc.",20.75,20.1955,2.67228915662651,Finance
GJV,"Synthetic Fixed-Income Securities, Inc.",26.77,25.25,5.677997758685094,Finance
GKOS,Glaukos Corporation,75.06,56.17,25.166533439914733,Health Care
GLOB,Globant S.A.,103.38,56.32,45.52137744244534,Technology
GLOG,GasLog LP.,12.7,16.146,-27.133858267716548,Consumer Services
GLOP,GasLog Partners LP,19.81,18.8242,4.976274608783431,Consumer Services
GLP,Global Partners LP,19.78,15.4685,21.79726996966633,Energy
GLT,Glatfelter,14.67,9.5457,34.93047034764826,Basic Industries
GLW,Corning Incorporated,28.18,29.8311,-5.859119943222142,Basic Industries
GM,General Motors Company,39.01,32.7701,15.995642143040243,Capital Goods
GME,Gamestop Corporation,3.71,12.2059,-228.99999999999997,Consumer Services
GMED,"Globus Medical, Inc.",49.19,43.28,12.014637121366125,Health Care
GMRE,Global Medical REIT Inc.,10.27,8.7054,15.234664070107112,Consumer Services
GMS,GMS Inc.,20.92,14.86,28.967495219885286,Consumer Services
GMTA,GATX Corporation,26.39,21.95,16.824554755589244,Consumer Services
GNC,"GNC Holdings, Inc.",2.03,2.37,-16.74876847290642,Consumer Non-Durables
GNE,Genie Energy Ltd.,7.59,5.9317,21.848484848484844,Public Utilities
GNK,Genco Shipping & Trading Limited ,8.5,7.89,7.176470588235298,Transportation
GNL,"Global Net Lease, Inc.",19.19,16.9753,11.540906722251174,Consumer Services
GNRC,Generac Holdlings Inc.,70.0,49.7,28.999999999999996,Consumer Durables
GNW,Genworth Financial Inc,3.89,4.66,-19.794344473007712,Finance
GOL,Gol Linhas Aereas Inteligentes S.A.,20.57,13.55,34.12736995624696,Transportation
GOLD,Barrick Gold Corporation,17.59,13.4939,23.2865264354747,Basic Industries
GOLF,Acushnet Holdings Corp.,24.72,20.8282,15.743527508090615,Consumer Non-Durables
GOOS,Canada Goose Holdings Inc.,42.21,43.72,-3.5773513385453635,Consumer Non-Durables
GPC,Genuine Parts Company,90.08,94.6226,-5.042850799289528,Capital Goods
GPI,"Group 1 Automotive, Inc.",81.42,52.3206,35.73986735445837,Consumer Durables
GPJA,Georgia Power Company,25.7,21.21,17.470817120622563,Public Utilities
GPK,Graphic Packaging Holding Company,14.37,10.5764,26.399443284620737,Consumer Durables
GPMT,Granite Point Mortgage Trust Inc.,18.66,17.6304,5.517684887459799,Consumer Services
GPN,Global Payments Inc.,153.58,103.1223,32.854343013413214,Miscellaneous
GPRK,Geopark Ltd,17.55,13.82,21.253561253561255,Energy
GPS,"Gap, Inc. (The)",17.83,25.2907,-41.843522153673604,Consumer Services
GPX,GP Strategies Corporation,13.28,12.61,5.0451807228915655,Consumer Services
GRA,W.R. Grace & Co.,66.82,64.449,3.5483388207123543,Basic Industries
GRAM,Grana y Montero S.A.A.,2.87,3.11,-8.362369337979086,Basic Industries
GRC,Gorman-Rupp Company (The),31.06,32.1439,-3.489697359948498,Capital Goods
GRUB,GrubHub Inc.,69.04,76.81,-11.25434530706836,Miscellaneous
GS,"Goldman Sachs Group, Inc. (The)",201.68,165.6316,17.874057913526386,Finance
GSH,Guangshen Railway Company Limited,16.11,18.682,-15.965238981998752,Transportation
GSK,GlaxoSmithKline PLC,40.36,37.1828,7.872150644202177,Health Care
GSL,"Global Ship Lease, Inc.",7.54,4.96,34.217506631299734,Transportation
GTES,Gates Industrial Corporation plc,9.78,13.24,-35.37832310838447,Technology
GTN,"Gray Television, Inc.",16.81,14.74,12.314098750743598,Consumer Services
GTS,Triple-S Management Corporation,21.74,17.39,20.00919963201471,Finance
GTT,"GTT Communications, Inc.",11.45,23.66,-106.63755458515286,Public Utilities
GTY,Getty Realty Corporation,29.25,29.0884,0.5524786324786324,Finance
GVA,Granite Construction Incorporated,30.54,40.1595,-31.498035363457767,Basic Industries
GWB,"Great Western Bancorp, Inc.",30.48,30.7653,-0.9360236220472422,Finance
GWR,"Genesee & Wyoming, Inc.",109.34,74.02,32.30290835924639,Transportation
GWRE,"Guidewire Software, Inc.",96.78,80.23,17.10064062822897,Technology
GWW,"W.W. Grainger, Inc.",268.83,279.6125,-4.010899081203744,Consumer Services
GYB,CABCO Series 2004-101 Trust,21.475,19.79,7.8463329452852255,Finance
GYC,Corporate Asset Backed Corp CABCO,22.0003,19.8621,9.718958377840291,Finance
H,Hyatt Hotels Corporation,74.01,67.2545,9.127820564788557,Consumer Services
HAE,Haemonetics Corporation,117.16,100.05,14.603960396039604,Health Care
HAL,Halliburton Company,20.31,26.2054,-29.027080256031525,Energy
HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",26.87,18.8028,30.023074060290284,Consumer Services
HBB,Hamilton Beach Brands Holding Company,14.18,23.2685,-64.09379407616362,Consumer Durables
HBI,Hanesbrands Inc.,15.0,12.3199,17.86733333333333,Consumer Services
HBM,Hudbay Minerals Inc.,3.82,4.7148,-23.424083769633523,Basic Industries
HCA,"HCA Healthcare, Inc.",123.54,123.6864,-0.11850412821758124,Health Care
HCC,"Warrior Met Coal, Inc.",21.48,20.8079,3.1289571694599645,Energy
HCHC,"HC2 Holdings, Inc.",2.08,2.64,-26.923076923076927,Capital Goods
HCI,"HCI Group, Inc.",39.68,49.9041,-25.7663810483871,Finance
HCP,"HCP, Inc.",32.45,27.2617,15.988597842835134,Consumer Services
HD,"Home Depot, Inc. (The)",204.94,169.3622,17.36010539670147,Consumer Services
HDB,HDFC Bank Limited,109.44,103.59,5.3453947368421,Finance
HE,"Hawaiian Electric Industries, Inc.",43.32,36.0407,16.80355493998153,Public Utilities
HEI,Heico Corporation,132.41,77.41,41.53764821388113,Capital Goods
HEP,"Holly Energy Partners, L.P.",27.42,27.2848,0.4930707512764445,Energy
HES,Hess Corporation,58.82,40.3253,31.442876572594358,Energy
HESM,Hess Midstream Partners LP,18.92,16.4024,13.306553911205082,Energy
HFC,HollyFrontier Corporation,48.8,50.4365,-3.3534836065573876,Energy
HGH,"Hartford Financial Services Group, Inc. (The)",28.66,27.35,4.570830425680386,Finance
HGV,Hilton Grand Vacations Inc.,26.08,26.39,-1.188650306748475,Consumer Services
HHC,Howard Hughes Corporation (The),127.97,97.62,23.716496053762594,Consumer Services
HHS,"Harte-Hanks, Inc.",2.75,2.42,12.000000000000002,Technology
HI,Hillenbrand Inc,30.39,37.7471,-24.208950312602838,Consumer Durables
HIG,"Hartford Financial Services Group, Inc. (The)",56.56,43.9301,22.330091937765204,Finance
HII,"Huntington Ingalls Industries, Inc.",201.76,188.7926,6.42714115781126,Capital Goods
HIL,"Hill International, Inc.",3.01,3.08,-2.3255813953488467,Consumer Services
HIVE,"Aerohive Networks, Inc.",4.45,3.26,26.741573033707873,Technology
HIW,"Highwoods Properties, Inc.",43.54,37.8868,12.98392282958199,Consumer Services
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,5.91,6.18,-4.568527918781719,Finance
HL,Hecla Mining Company,2.01,2.3532,-17.074626865671664,Basic Industries
HLF,Herbalife Nutrition Ltd.,38.11,58.95,-54.683810023615855,Health Care
HLI,"Houlihan Lokey, Inc.",43.19,36.337,15.867098865478107,Finance
HLT,Hilton Worldwide Holdings Inc.,91.35,71.5562,21.66808976464148,Consumer Services
HLX,"Helix Energy Solutions Group, Inc.",7.75,5.41,30.193548387096776,Energy
HMC,"Honda Motor Company, Ltd.",24.1,26.2014,-8.719502074688789,Capital Goods
HMI,Huami Corporation,11.52,9.83,14.670138888888884,Technology
HMLP,Hoegh LNG Partners LP,16.75,14.6265,12.677611940298508,Consumer Services
HMN,Horace Mann Educators Corporation,41.51,37.1638,10.470248132979997,Finance
HMY,Harmony Gold Mining Company Limited,2.85,1.79,37.19298245614035,Basic Industries
HNI,HNI Corporation,31.65,34.8835,-10.21642969984202,Consumer Durables
HNP,"Huaneng Power International, Inc.",22.87,25.01,-9.357236554438131,Public Utilities
HOG,"Harley-Davidson, Inc.",33.3,33.3989,-0.29699699699699833,Consumer Non-Durables
HOME,At Home Group Inc.,5.27,18.66,-254.07969639468692,Consumer Services
HON,Honeywell International Inc.,162.01,130.7826,19.274983025739147,Capital Goods
